Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Payment_Behaviour,Monthly_Balance,Credit_Score
41,Lawyer,44678.57,3,6.0,9,1.0,12,10.0,6.41,5.0,Good,834.0,30.7,No,High_spent_Small_value_payments,511.67,0
41,Lawyer,44678.57,3,6.0,9,1.0,12,10.0,10.41,5.0,Good,834.0,30.8,No,Low_spent_Small_value_payments,238.19,0
39,Writer,46645.86,4,3.0,5,2.0,10,10.0,10.89,4.0,Standard,1157.31,10.1,Yes,Low_spent_Medium_value_payments,375.62,1
39,Writer,46645.86,4,3.0,5,2.0,10,10.0,10.89,4.0,Standard,1157.31,11.2,Yes,High_spent_Large_value_payments,517.03,1
39,Writer,46645.86,4,3.0,5,2.0,10,10.0,9.89,9.0,Standard,1157.31,11.3,Yes,High_spent_Large_value_payments,503.15,1
40,Writer,46645.86,4,3.0,5,2.0,10,10.0,10.89,9.0,Standard,1157.31,11.5,Yes,Low_spent_Small_value_payments,241.53,1
42,Scientist,85494.5,1,4.0,3,1.0,4,9.0,11.81,1.0,Good,1351.71,15.6,No,Low_spent_Small_value_payments,102.05,1
42,Scientist,85494.5,1,4.0,3,1.0,4,7.0,11.81,1.0,Good,1351.71,15.7,No,Low_spent_Medium_value_payments,490.87,1
14,Writer,7005.93,10,7.0,30,6.0,21,6.0,5.49,9.0,Standard,1703.39,11.2,Yes,High_spent_Medium_value_payments,299.61,0
41,Manager,53698.44,7,5.0,29,5.0,36,21.0,25.44,12.0,Bad,3436.19,13.0,Yes,High_spent_Small_value_payments,347.92,1
47,Writer,13982.725,7,6.0,12,4.0,8,17.0,14.45,4.0,Standard,1458.61,29.8,Yes,Low_spent_Medium_value_payments,256.35,1
47,Writer,13982.725,7,6.0,12,4.0,12,14.0,9.45,4.0,Standard,1458.61,29.9,Yes,Low_spent_Medium_value_payments,275.71,1
47,Writer,13982.725,7,6.0,12,4.0,12,14.0,3.45,4.0,Standard,1458.61,29.1,Yes,High_spent_Small_value_payments,273.19,1
47,Writer,13982.725,7,6.0,12,4.0,12,11.0,14.45,4.0,Standard,1458.61,30.1,Yes,Low_spent_Small_value_payments,311.94,1
22,Writer,20521.75,3,4.0,16,4.0,7,9.0,10.07,6.0,Standard,306.23,11.3,Yes,Low_spent_Small_value_payments,268.02,1
23,Doctor,41026.38,5,7.0,9,6.0,5,19.0,17.24,7.0,Standard,1241.69,13.2,Yes,High_spent_Large_value_payments,352.97,1
24,Doctor,41026.38,5,7.0,9,6.0,9,19.0,17.24,7.0,Standard,1241.69,13.4,Yes,Low_spent_Large_value_payments,206.57,1
24,Doctor,41026.38,5,7.0,9,6.0,5,18.0,17.24,7.0,Standard,1241.69,13.5,Yes,High_spent_Small_value_payments,211.03,1
31,Musician,26794.85,4,7.0,18,7.0,7,19.0,10.57,5.0,Standard,1484.37,13.2,Yes,Low_spent_Small_value_payments,79.04,0
18,Writer,18097.46,7,10.0,18,6.0,22,24.0,3.5,7.0,Bad,2439.06,16.7,Yes,Low_spent_Medium_value_payments,222.86,0
18,Writer,18097.46,7,10.0,18,6.0,22,26.0,3.5,7.0,Bad,2439.06,16.8,Yes,Low_spent_Small_value_payments,296.81,0
18,Writer,18097.46,7,10.0,18,6.0,22,24.0,3.5,10.0,Bad,2439.06,16.1,Yes,Low_spent_Small_value_payments,294.91,0
24,Manager,18158.33,7,9.0,25,4.0,28,16.0,16.52,11.0,Bad,1401.91,17.1,Yes,Low_spent_Small_value_payments,303.23,1
24,Manager,18158.33,7,9.0,25,4.0,28,16.0,16.52,11.0,Bad,1401.91,17.2,Yes,Low_spent_Small_value_payments,208.0,0
24,Manager,18158.33,7,9.0,25,4.0,27,14.0,16.52,11.0,Bad,1401.91,17.3,Yes,Low_spent_Medium_value_payments,258.93,0
25,Manager,18158.33,7,9.0,25,4.0,28,16.0,16.52,11.0,Bad,1401.91,17.7,Yes,Low_spent_Small_value_payments,247.23,0
29,Architect,37827.77,4,1.0,5,3.0,4,8.0,10.96,2.0,Good,271.88,31.1,No,High_spent_Medium_value_payments,426.18,2
29,Architect,37827.77,4,1.0,5,3.0,4,8.0,15.96,2.0,Good,271.88,31.11,No,High_spent_Medium_value_payments,356.25,2
29,Architect,37827.77,4,1.0,5,3.0,4,5.0,10.96,2.0,Good,271.88,32.0,No,High_spent_Medium_value_payments,430.69,2
31,Entrepreneur,30661.16,4,5.0,15,3.0,10,17.0,12.61,5.0,Standard,1346.55,21.7,Yes,Low_spent_Large_value_payments,313.36,1
31,Entrepreneur,30661.16,4,5.0,15,3.0,12,17.0,12.61,5.0,Standard,1346.55,21.1,Yes,High_spent_Large_value_payments,362.2,2
16,Scientist,9670.15,8,6.0,19,5.0,54,23.0,3.06,7.0,Bad,3566.81,4.4,Yes,Low_spent_Small_value_payments,281.38,0
16,Scientist,9670.15,8,6.0,19,5.0,54,21.0,1.06,7.0,Bad,3566.81,4.5,Yes,High_spent_Medium_value_payments,266.76,0
32,Entrepreneur,20063.03,3,5.0,15,3.0,23,9.0,8.55,9.0,Standard,1598.32,9.9,Yes,Low_spent_Medium_value_payments,261.07,0
35,Writer,16770.6,5,6.0,25,2.0,30,20.0,7.44,4.0,Standard,1984.5,9.5,Yes,Low_spent_Medium_value_payments,326.88,0
35,Writer,16770.6,5,6.0,25,2.0,34,17.0,7.44,4.0,Standard,1984.5,9.8,Yes,High_spent_Large_value_payments,343.46,0
35,Writer,16770.6,5,6.0,25,2.0,30,16.0,7.44,4.0,Standard,1984.5,9.9,Yes,Low_spent_Small_value_payments,338.04,1
35,Writer,16770.6,5,6.0,25,2.0,33,17.0,7.44,4.0,Standard,1984.5,10.0,Yes,Low_spent_Medium_value_payments,316.27,0
33,Entrepreneur,30411.89,1,7.0,3,1.0,13,1.0,7.97,2.0,Good,509.8,20.0,No,High_spent_Small_value_payments,346.93,2
33,Entrepreneur,30411.89,1,7.0,3,1.0,14,1.0,7.97,2.0,Good,509.8,20.1,No,High_spent_Medium_value_payments,443.21,2
50,Teacher,18128.1,3,3.0,12,4.0,5,20.0,11.91,2.0,Standard,372.17,21.5,Yes,Low_spent_Medium_value_payments,343.51,1
50,Teacher,18128.1,3,3.0,12,4.0,5,17.0,11.91,2.0,Standard,372.17,21.6,Yes,High_spent_Large_value_payments,324.06,1
51,Teacher,18128.1,3,3.0,12,4.0,4,20.0,11.91,4.0,Standard,372.17,21.8,Yes,High_spent_Medium_value_payments,295.28,1
43,Musician,67857.8,8,10.0,32,3.0,24,17.0,13.71,8.0,Standard,1497.68,16.6,Yes,Low_spent_Small_value_payments,383.27,0
43,Musician,67857.8,8,10.0,32,3.0,29,19.0,13.71,9.0,Standard,1497.68,16.7,Yes,High_spent_Medium_value_payments,568.57,0
43,Musician,67857.8,8,10.0,32,3.0,29,17.0,19.71,9.0,Standard,1497.68,16.1,Yes,High_spent_Medium_value_payments,471.92,0
44,Musician,67857.8,8,10.0,32,3.0,25,17.0,17.71,9.0,Standard,1497.68,16.11,Yes,High_spent_Large_value_payments,591.06,0
44,Musician,67857.8,8,10.0,32,3.0,30,17.0,13.71,9.0,Standard,1497.68,17.0,Yes,High_spent_Large_value_payments,631.9,0
20,Manager,9602.285,6,6.0,11,7.0,12,20.0,14.82,8.0,Standard,512.05,12.3,Yes,Low_spent_Large_value_payments,264.53,1
21,Manager,9602.285,6,6.0,11,7.0,11,19.0,14.82,11.0,Standard,512.05,12.7,Yes,Low_spent_Medium_value_payments,305.95,1
14,Mechanic,15419.66,4,5.0,24,7.0,16,14.0,17.1,10.0,Standard,1852.93,12.11,Yes,Low_spent_Small_value_payments,238.1,0
14,Mechanic,15419.66,4,5.0,24,7.0,20,11.0,17.1,10.0,Standard,1852.93,13.2,Yes,Low_spent_Small_value_payments,239.85,0
14,Mechanic,15419.66,4,5.0,24,7.0,21,8.0,17.1,10.0,Standard,1852.93,13.3,Yes,Low_spent_Small_value_payments,176.0,0
14,Mechanic,15419.66,4,5.0,24,7.0,21,11.0,17.1,10.0,Standard,1852.93,13.4,Yes,Low_spent_Small_value_payments,240.78,0
29,Journalist,16228.17,8,7.0,18,4.0,26,19.0,8.37,8.0,Standard,2697.18,19.1,Yes,Low_spent_Small_value_payments,327.56,1
29,Journalist,16228.17,8,7.0,18,4.0,26,19.0,8.37,13.0,Standard,2697.18,19.3,Yes,Low_spent_Small_value_payments,321.95,0
19,Lawyer,61778.7,7,4.0,18,4.0,26,10.0,9.06,2.0,Standard,519.01,15.6,No,High_spent_Medium_value_payments,556.84,1
19,Lawyer,61778.7,7,4.0,18,4.0,30,10.0,9.06,2.0,Standard,519.01,15.7,No,High_spent_Large_value_payments,543.95,1
19,Lawyer,61778.7,7,4.0,18,4.0,30,13.0,9.06,2.0,Standard,519.01,15.1,No,Low_spent_Large_value_payments,453.95,1
16,Teacher,116522.68,3,4.0,16,6.0,26,8.0,16.74,7.0,Standard,272.6,5.6,Yes,Low_spent_Large_value_payments,343.62,1
16,Teacher,116522.68,3,4.0,16,6.0,26,10.0,17.74,11.0,Standard,272.6,5.9,Yes,Low_spent_Large_value_payments,136.72,1
30,Media_Manager,43894.24,4,7.0,16,4.0,6,13.0,12.69,3.0,Standard,1422.84,32.3,Yes,High_spent_Large_value_payments,374.7,1
30,Media_Manager,43894.24,4,7.0,16,4.0,6,14.0,12.69,3.0,Standard,1422.84,32.5,Yes,Low_spent_Large_value_payments,305.01,1
30,Media_Manager,43894.24,4,7.0,16,4.0,6,14.0,12.69,3.0,Standard,1422.84,32.8,Yes,High_spent_Large_value_payments,418.92,1
35,Musician,72583.31999999999,7,3.0,10,2.0,27,14.0,7.66,4.0,Standard,1019.44,18.2,Yes,Low_spent_Medium_value_payments,450.86,1
35,Musician,72583.31999999999,7,3.0,10,2.0,27,14.0,7.66,4.0,Standard,1019.44,18.5,Yes,Low_spent_Medium_value_payments,279.18,1
35,Musician,72583.31999999999,7,3.0,10,2.0,27,14.0,1.66,4.0,Standard,1019.44,18.6,Yes,High_spent_Medium_value_payments,623.39,1
33,Architect,9185.545,7,6.0,22,4.0,12,9.0,11.91,4.0,Standard,2018.85,9.4,Yes,Low_spent_Large_value_payments,261.0,0
33,Architect,9185.545,7,6.0,22,4.0,12,15.0,4.91,4.0,Standard,2018.85,9.5,Yes,Low_spent_Small_value_payments,270.03,0
34,Architect,9185.545,7,6.0,22,4.0,12,12.0,11.91,4.0,Standard,2018.85,9.9,Yes,Low_spent_Small_value_payments,256.18,1
34,Architect,9185.545,7,6.0,22,4.0,12,12.0,11.91,4.0,Standard,2018.85,9.1,Yes,Low_spent_Medium_value_payments,248.71,0
48,Musician,15649.26,4,6.0,8,1.0,15,2.0,2.15,6.0,Good,195.62,26.11,No,Low_spent_Small_value_payments,282.5,2
48,Musician,15649.26,4,6.0,8,1.0,14,1.0,2.15,6.0,Good,195.62,27.1,No,Low_spent_Small_value_payments,282.69,2
48,Musician,15649.26,4,6.0,8,1.0,14,1.0,9.15,6.0,Good,195.62,27.3,No,High_spent_Medium_value_payments,343.27,2
44,Musician,48824.14,8,4.0,16,3.0,28,11.0,10.55,5.0,Standard,651.27,18.5,Yes,High_spent_Medium_value_payments,424.6,1
44,Musician,48824.14,8,4.0,16,3.0,27,14.0,10.55,5.0,Standard,651.27,18.9,Yes,Low_spent_Small_value_payments,427.18,1
44,Musician,48824.14,8,4.0,16,3.0,28,14.0,10.55,5.0,Standard,651.27,18.1,Yes,Low_spent_Small_value_payments,378.66,1
45,Manager,34323.86,10,8.0,28,2.0,16,20.0,1.07,6.0,Bad,1312.43,7.0,Yes,High_spent_Medium_value_payments,439.51,0
45,Manager,34323.86,10,8.0,28,2.0,18,20.0,1.07,9.0,Bad,1312.43,7.3,Yes,Low_spent_Large_value_payments,270.23,1
36,Lawyer,12338.465,5,5.0,2,1.0,16,15.0,6.52,4.0,Good,352.92,32.0,No,Low_spent_Small_value_payments,273.24,0
37,Lawyer,12338.465,5,5.0,2,1.0,14,17.0,13.52,4.0,Good,352.92,32.3,No,High_spent_Small_value_payments,302.89,1
47,Lawyer,71503.76,3,4.0,9,3.0,24,16.0,7.37,3.0,Standard,1254.71,26.1,Yes,Low_spent_Large_value_payments,375.57,1
47,Lawyer,71503.76,3,4.0,9,3.0,20,16.0,7.37,3.0,Standard,1254.71,26.11,Yes,Low_spent_Small_value_payments,76.85,1
48,Lawyer,71503.76,3,4.0,9,3.0,24,16.0,13.37,3.0,Standard,1254.71,27.4,Yes,Low_spent_Small_value_payments,94.9,1
48,Lawyer,71503.76,3,4.0,9,3.0,20,16.0,7.37,3.0,Standard,1254.71,27.5,Yes,Low_spent_Small_value_payments,414.26,0
14,Entrepreneur,17683.37,8,8.0,16,7.0,20,20.0,11.88,11.0,Standard,2600.36,6.7,Yes,Low_spent_Large_value_payments,206.07,1
14,Entrepreneur,17683.37,8,8.0,16,7.0,20,17.0,11.88,11.0,Standard,2600.36,6.9,Yes,Low_spent_Small_value_payments,204.48,1
15,Entrepreneur,17683.37,8,8.0,16,7.0,20,17.0,11.88,11.0,Standard,2600.36,7.2,Yes,Low_spent_Large_value_payments,277.18,0
42,Lawyer,12931.56,4,4.0,9,3.0,19,19.0,18.51,3.0,Standard,752.86,20.11,Yes,Low_spent_Small_value_payments,340.62,1
43,Lawyer,12931.56,4,4.0,9,3.0,19,20.0,18.51,3.0,Standard,752.86,21.1,Yes,Low_spent_Medium_value_payments,295.16,0
43,Lawyer,12931.56,4,4.0,9,3.0,18,20.0,18.51,3.0,Standard,752.86,21.4,Yes,Low_spent_Small_value_payments,298.72,0
39,Scientist,53225.37,6,7.0,30,2.0,29,15.0,13.4,4.0,Standard,2090.45,9.11,Yes,Low_spent_Medium_value_payments,391.81,0
24,Manager,72412.74,5,6.0,6,1.0,14,15.0,3.76,4.0,Standard,794.93,26.9,No,Low_spent_Small_value_payments,196.42,1
24,Manager,72412.74,5,6.0,6,1.0,11,15.0,6.76,4.0,Standard,794.93,26.1,No,Low_spent_Medium_value_payments,643.18,0
28,Lawyer,15648.785,1,6.0,2,4.0,1,7.0,1.99,2.0,Good,133.99,18.11,No,Low_spent_Small_value_payments,235.59,0
28,Lawyer,15648.785,1,6.0,2,4.0,1,7.0,1.99,2.0,Good,133.99,19.0,No,Low_spent_Medium_value_payments,287.01,0
28,Lawyer,15648.785,1,6.0,2,4.0,1,10.0,5.99,2.0,Good,133.99,19.1,No,Low_spent_Medium_value_payments,257.71,0
39,Mechanic,37421.88,2,4.0,9,3.0,6,14.0,3.14,2.0,Good,1083.06,29.11,No,High_spent_Medium_value_payments,408.13,1
39,Mechanic,37421.88,2,4.0,9,3.0,6,14.0,3.14,2.0,Good,1083.06,30.1,No,Low_spent_Small_value_payments,389.5,2
34,Developer,68690.08,7,8.0,19,9.0,48,24.0,3.63,7.0,Bad,2042.65,19.6,Yes,High_spent_Medium_value_payments,311.4,0
34,Developer,68690.08,7,8.0,19,9.0,45,27.0,3.63,7.0,Bad,2042.65,19.8,Yes,High_spent_Large_value_payments,371.96,0
35,Manager,36130.89,5,7.0,20,2.0,11,10.0,2.13,3.0,Standard,1395.65,28.5,No,High_spent_Medium_value_payments,423.1,1
35,Manager,36130.89,5,7.0,20,2.0,10,12.0,2.13,3.0,Standard,1395.65,28.7,No,High_spent_Large_value_payments,494.35,2
35,Manager,36130.89,5,7.0,20,2.0,10,10.0,2.13,3.0,Standard,1395.65,28.8,No,High_spent_Small_value_payments,469.03,2
35,Manager,36130.89,5,7.0,20,2.0,10,10.0,2.13,3.0,Standard,1395.65,28.1,No,High_spent_Medium_value_payments,449.46,2
35,Manager,36130.89,5,7.0,20,2.0,6,10.0,2.13,6.0,Standard,1395.65,28.11,No,High_spent_Large_value_payments,471.63,1
15,Musician,35733.63,5,3.0,11,6.0,13,19.0,11.78,4.0,Standard,781.34,8.3,Yes,High_spent_Large_value_payments,387.49,1
15,Musician,35733.63,5,3.0,11,6.0,15,19.0,7.7799999999999985,4.0,Standard,781.34,8.6,Yes,Low_spent_Medium_value_payments,279.28,1
15,Musician,35733.63,5,3.0,11,6.0,20,19.0,11.78,4.0,Standard,781.34,8.8,Yes,Low_spent_Large_value_payments,341.16,1
31,Entrepreneur,141025.92,5,5.0,10,1.0,6,14.0,4.32,4.0,Good,843.59,30.9,No,Low_spent_Medium_value_payments,545.33,2
33,Writer,98874.63,6,5.0,12,4.0,25,14.0,10.08,6.0,Good,750.39,31.1,No,High_spent_Medium_value_payments,402.52,2
34,Doctor,9548.815,4,3.0,18,2.0,25,13.0,3.8000000000000007,5.0,Standard,1651.16,16.11,Yes,Low_spent_Medium_value_payments,310.61,1
34,Doctor,9548.815,4,3.0,18,2.0,25,15.0,8.8,5.0,Standard,1651.16,17.0,Yes,Low_spent_Small_value_payments,277.21,1
53,Manager,76476.66,1,2.0,10,2.0,5,4.0,0.78,3.0,Good,1020.69,20.1,No,High_spent_Medium_value_payments,631.67,1
19,Writer,38714.36,6,8.0,25,6.0,22,15.0,6.58,7.0,Bad,3370.74,5.1,Yes,Low_spent_Large_value_payments,200.12,0
20,Writer,38714.36,6,8.0,25,6.0,22,15.0,6.58,8.0,Bad,3370.74,6.3,Yes,High_spent_Medium_value_payments,386.92,0
20,Writer,38714.36,6,8.0,25,6.0,22,15.0,6.58,8.0,Bad,3370.74,6.4,Yes,High_spent_Medium_value_payments,348.92,1
31,Manager,16923.73,10,7.0,19,9.0,29,17.0,25.76,8.0,Bad,2882.5,3.3,Yes,High_spent_Small_value_payments,280.7,1
31,Manager,16923.73,10,7.0,19,9.0,29,17.0,25.76,8.0,Bad,2882.5,3.5,Yes,Low_spent_Large_value_payments,266.73,1
31,Manager,16923.73,10,7.0,19,9.0,32,19.0,25.76,8.0,Bad,2882.5,3.7,Yes,High_spent_Medium_value_payments,265.25,1
31,Manager,16923.73,10,7.0,19,9.0,29,19.0,25.76,8.0,Bad,2882.5,3.8,Yes,Low_spent_Small_value_payments,187.27,1
22,Doctor,16520.79,3,5.0,11,1.0,14,3.0,8.57,2.0,Good,489.96,15.6,No,Low_spent_Small_value_payments,294.25,1
35,Architect,33857.41,3,3.0,20,4.0,23,18.0,17.52,5.0,Standard,899.22,17.1,Yes,High_spent_Medium_value_payments,343.48,1
32,Mechanic,29349.0,7,6.0,17,2.0,25,14.0,9.88,1.0,Standard,1419.52,19.9,No,Low_spent_Small_value_payments,213.75,1
32,Mechanic,29349.0,7,6.0,17,2.0,24,17.0,9.88,1.0,Standard,1419.52,19.1,No,Low_spent_Medium_value_payments,227.02,1
32,Mechanic,29349.0,7,6.0,17,2.0,28,17.0,9.88,2.0,Standard,1419.52,19.11,No,Low_spent_Large_value_payments,256.21,1
20,Doctor,9748.985,10,9.0,25,2.0,47,11.0,4.4700000000000015,11.0,Standard,2283.16,18.3,Yes,Low_spent_Large_value_payments,283.32,0
20,Doctor,9748.985,10,9.0,25,2.0,51,12.0,15.47,11.0,Standard,2283.16,18.4,Yes,High_spent_Large_value_payments,278.92,0
21,Doctor,9748.985,10,9.0,25,2.0,45,13.0,8.47,11.0,Standard,2283.16,18.5,Yes,Low_spent_Small_value_payments,255.68,1
21,Doctor,9748.985,10,9.0,25,2.0,47,10.0,8.47,11.0,Standard,2283.16,18.7,Yes,High_spent_Small_value_payments,288.53,0
21,Doctor,9748.985,10,9.0,25,2.0,51,13.0,4.4700000000000015,11.0,Standard,2283.16,18.8,Yes,Low_spent_Large_value_payments,278.06,1
21,Doctor,9748.985,10,9.0,25,2.0,47,13.0,8.47,15.0,Standard,2283.16,18.9,Yes,Low_spent_Small_value_payments,282.43,0
21,Doctor,9748.985,10,9.0,25,2.0,48,13.0,8.47,15.0,Standard,2283.16,18.1,Yes,Low_spent_Small_value_payments,271.43,0
31,Teacher,93352.86,5,3.0,9,1.0,1,4.0,5.08,4.0,Good,483.78,17.0,No,High_spent_Small_value_payments,571.96,2
32,Teacher,93352.86,5,3.0,9,1.0,1,4.0,5.08,5.0,Good,483.78,17.6,No,High_spent_Small_value_payments,496.08,1
37,Architect,8242.335,7,9.0,29,6.0,37,22.0,5.9,13.0,Bad,2604.83,18.9,Yes,Low_spent_Small_value_payments,251.83,0
37,Architect,8242.335,7,9.0,29,6.0,36,22.0,5.9,13.0,Bad,2604.83,18.11,Yes,Low_spent_Large_value_payments,278.12,0
37,Architect,8242.335,7,9.0,29,6.0,40,20.0,5.9,13.0,Bad,2604.83,19.1,Yes,Low_spent_Small_value_payments,267.17,0
35,Teacher,33089.51,4,3.0,10,1.0,19,11.0,9.32,4.0,Standard,557.02,27.3,Yes,High_spent_Small_value_payments,336.7,1
35,Teacher,33089.51,4,3.0,10,1.0,19,10.0,5.32,4.0,Standard,557.02,27.4,Yes,Low_spent_Small_value_payments,434.13,1
35,Teacher,33089.51,4,3.0,10,1.0,20,10.0,3.3200000000000003,4.0,Standard,557.02,27.6,Yes,High_spent_Small_value_payments,369.33,1
35,Teacher,33089.51,4,3.0,10,1.0,18,10.0,9.32,4.0,Standard,557.02,27.7,Yes,High_spent_Large_value_payments,464.61,1
35,Teacher,33089.51,4,3.0,10,1.0,19,10.0,9.32,4.0,Standard,557.02,27.9,Yes,High_spent_Medium_value_payments,492.51,1
18,Developer,42846.39,8,6.0,22,7.0,9,19.0,7.439999999999999,10.0,Standard,1745.53,12.4,Yes,Low_spent_Medium_value_payments,170.11,0
18,Developer,42846.39,8,6.0,22,7.0,11,17.0,11.44,10.0,Standard,1745.53,12.5,Yes,Low_spent_Medium_value_payments,385.36,0
19,Developer,42846.39,8,6.0,22,7.0,16,19.0,11.44,10.0,Standard,1745.53,12.8,Yes,Low_spent_Small_value_payments,193.99,1
19,Developer,42846.39,8,6.0,22,7.0,11,19.0,5.44,10.0,Standard,1745.53,12.9,Yes,High_spent_Large_value_payments,384.98,1
40,Accountant,31236.52,8,9.0,30,7.0,20,15.0,15.01,12.0,Bad,3596.37,10.2,Yes,High_spent_Medium_value_payments,257.95,1
41,Accountant,31236.52,8,9.0,30,7.0,17,16.0,15.01,12.0,Bad,3596.37,10.4,Yes,Low_spent_Large_value_payments,245.67,1
41,Accountant,31236.52,8,9.0,30,7.0,20,17.0,15.01,14.0,Bad,3596.37,10.6,Yes,High_spent_Small_value_payments,283.34,1
41,Accountant,31236.52,8,9.0,30,7.0,20,20.0,17.009999999999998,14.0,Bad,3596.37,10.7,Yes,High_spent_Medium_value_payments,296.33,1
41,Accountant,31236.52,8,9.0,30,7.0,20,18.0,20.01,14.0,Bad,3596.37,10.8,Yes,High_spent_Medium_value_payments,321.3,1
26,Manager,39343.02,4,4.0,5,2.0,5,21.0,6.04,2.0,Standard,347.48,28.2,No,Low_spent_Medium_value_payments,375.77,1
26,Manager,39343.02,4,4.0,5,2.0,5,20.0,6.04,6.0,Standard,347.48,28.5,No,Low_spent_Small_value_payments,305.61,1
32,Writer,60243.46,6,5.0,16,3.0,5,12.0,7.61,3.0,Standard,854.02,21.1,No,Low_spent_Large_value_payments,528.56,1
33,Writer,60243.46,6,5.0,16,3.0,10,12.0,0.61,3.0,Standard,854.02,21.11,No,Low_spent_Small_value_payments,142.92,1
33,Writer,60243.46,6,5.0,16,3.0,5,12.0,0.61,8.0,Standard,854.02,22.1,No,Low_spent_Medium_value_payments,541.64,1
33,Writer,60243.46,6,5.0,16,3.0,5,11.0,0.61,8.0,Standard,854.02,22.4,No,Low_spent_Medium_value_payments,497.26,1
37,Doctor,145994.28,4,7.0,7,3.0,25,16.0,4.92,2.0,Standard,896.1,26.11,Yes,Low_spent_Large_value_payments,672.31,2
48,Journalist,15641.73,1,4.0,8,4.0,2,4.0,11.73,3.0,Good,1429.18,21.4,No,Low_spent_Small_value_payments,258.78,2
48,Journalist,15641.73,1,4.0,8,4.0,5,4.0,11.73,3.0,Good,1429.18,21.5,No,High_spent_Small_value_payments,319.23,2
48,Journalist,15641.73,1,4.0,8,4.0,3,4.0,11.73,3.0,Good,1429.18,21.9,No,Low_spent_Medium_value_payments,273.92,2
25,Scientist,83206.72,9,10.0,25,7.0,29,22.0,3.81,6.0,Bad,1394.25,6.1,Yes,High_spent_Small_value_payments,282.07,1
26,Scientist,83206.72,9,10.0,25,7.0,29,22.0,3.81,6.0,Bad,1394.25,7.0,Yes,Low_spent_Medium_value_payments,121.15,0
26,Scientist,83206.72,9,10.0,25,7.0,29,21.0,3.81,6.0,Bad,1394.25,7.1,Yes,High_spent_Small_value_payments,299.64,0
26,Scientist,83206.72,9,10.0,25,7.0,26,22.0,3.81,6.0,Bad,1394.25,7.2,Yes,Low_spent_Medium_value_payments,277.15,0
46,Accountant,16197.91,7,4.0,10,7.0,18,19.0,7.07,6.0,Standard,119.94,9.11,Yes,Low_spent_Small_value_payments,285.4,1
45,Media_Manager,21642.845,4,4.0,8,3.0,4,5.0,11.62,3.0,Good,1145.77,18.3,No,High_spent_Small_value_payments,342.14,1
39,Doctor,35586.4,5,5.0,6,6.0,12,16.0,14.68,5.0,Standard,1355.24,17.8,Yes,Low_spent_Medium_value_payments,194.94,1
39,Doctor,35586.4,5,5.0,6,6.0,12,11.0,14.68,10.0,Standard,1355.24,17.1,Yes,High_spent_Small_value_payments,303.22,1
39,Doctor,35586.4,5,5.0,6,6.0,12,17.0,14.68,10.0,Standard,1355.24,18.3,Yes,Low_spent_Large_value_payments,178.93,1
36,Journalist,31230.98,6,4.0,13,3.0,11,10.0,9.71,7.0,Standard,696.43,7.6,Yes,Low_spent_Medium_value_payments,240.94,1
36,Journalist,31230.98,6,4.0,13,3.0,11,10.0,9.71,8.0,Standard,696.43,7.7,Yes,Low_spent_Large_value_payments,315.36,1
37,Journalist,31230.98,6,4.0,13,3.0,8,10.0,9.71,8.0,Standard,696.43,7.1,Yes,Low_spent_Medium_value_payments,312.95,0
42,Accountant,73394.12,9,9.0,23,5.0,20,17.0,19.85,10.0,Bad,2704.68,8.1,Yes,Low_spent_Medium_value_payments,254.92,1
42,Accountant,73394.12,9,9.0,23,5.0,25,17.0,19.85,10.0,Bad,2704.68,8.2,Yes,High_spent_Medium_value_payments,518.3,1
42,Accountant,73394.12,9,9.0,23,5.0,18,17.0,19.85,11.0,Bad,2704.68,8.7,Yes,High_spent_Small_value_payments,404.51,1
31,Accountant,33643.54,4,6.0,20,5.0,6,17.0,8.56,8.0,Standard,1300.7,15.7,Yes,High_spent_Small_value_payments,392.15,1
32,Accountant,33643.54,4,6.0,20,5.0,7,17.0,8.56,8.0,Standard,1300.7,15.9,Yes,High_spent_Medium_value_payments,425.72,1
32,Accountant,33643.54,4,6.0,20,5.0,7,17.0,10.56,8.0,Standard,1300.7,15.1,Yes,Low_spent_Large_value_payments,241.12,1
32,Architect,17044.23,6,9.0,34,3.0,20,25.0,3.33,11.0,Bad,2396.18,13.1,Yes,High_spent_Medium_value_payments,363.21,0
32,Architect,17044.23,6,9.0,34,3.0,18,25.0,6.33,11.0,Bad,2396.18,13.11,Yes,High_spent_Medium_value_payments,353.58,1
32,Architect,17044.23,6,9.0,34,3.0,18,25.0,3.33,11.0,Bad,2396.18,14.2,Yes,High_spent_Medium_value_payments,314.67,0
43,Entrepreneur,30547.98,7,3.0,5,3.0,7,19.0,2.54,4.0,Standard,687.69,23.1,Yes,Low_spent_Small_value_payments,348.45,1
43,Entrepreneur,30547.98,7,3.0,5,3.0,7,19.0,2.54,4.0,Standard,687.69,24.1,Yes,High_spent_Small_value_payments,310.56,1
43,Entrepreneur,30547.98,7,3.0,5,3.0,7,19.0,2.54,4.0,Standard,687.69,24.2,Yes,Low_spent_Medium_value_payments,395.49,1
